Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value
2012,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,13951
2012,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,13220
2012,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,24886
2012,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,1370
2012,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,20263
2012,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,2424
2012,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,104
2012,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Female,950
2012,All codes,All deaths,All deaths,Attributable number,Female,31400
2012,C00-D48,All cancers,All cancers,Attributable number,Female,13400
2012,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,11000
2012,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,6600
2012,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,400
2012,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,9200
2012,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,300
2012,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,100
2012,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,1200
2012,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,100
2012,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,400
2012,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,100
2012,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,200
2012,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,900
2012,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,900
2012,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,100
2012,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,300
2012,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,8700
2012,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,2000
2012,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1300
2012,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,2500
2012,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,200
2012,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1200
2012,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1300
2012,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,0
2012,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,400
2011,All codes,All deaths,All deaths,Number of observed deaths,,442759
2011,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,,238301
2011,C00-D48,All cancers,All cancers,Number of observed deaths,,132886
2011,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,,62801
2011,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,,129594
2011,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,,22675
2011,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,,28143
2011,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,,1867
2011,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,,640
2011,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,,6191
2011,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,,702
2011,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,,4211
2011,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,,3451
2011,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,,3899
2011,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,,6948
2011,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,,8448
2011,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,,2407
2011,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,,1168
2011,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,,21673
2011,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,,23936
2011,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,20784
2011,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,59723
2011,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,2438
2011,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,33562
2011,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,,5769
2011,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,,168
2011,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,,2173
2011,All codes,All deaths,All deaths,Attributable number,,78600
2011,C00-D48,All cancers,All cancers,Attributable number,,37200
2011,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,,22400
2011,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,,18000
2011,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,,1100
2011,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,,22900
2011,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,,1200
2011,C32,Larynx,Cancers which can be caused by smoking,Attributable number,,500
2011,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,,4100
2011,C53,Cervical,Cancers which can be caused by smoking,Attributable number,,100
2011,C67,Bladder,Cancers which can be caused by smoking,Attributable number,,1700
2011,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,,800
2011,C16,Stomach,Cancers which can be caused by smoking,Attributable number,,800
2011,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,,1700
2011,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,,3100
2011,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,,400
2011,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,,1000
2011,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,,17000
2011,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,,4400
2011,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,2800
2011,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,8300
2011,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,,400
2011,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,,2900
2011,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,,3500
2011,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,,0
2011,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,,1100
2011,All codes,All deaths,All deaths,Number of observed deaths,Male,212678
2011,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Male,122270
2011,C00-D48,All cancers,All cancers,Number of observed deaths,Male,69843
2011,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Male,29692
2011,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Male,64381
2011,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Male,10981
2011,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Male,15694
2011,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Male,1207
2011,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Male,519
2011,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Male,4179
2011,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Male,.
2011,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Male,2846
2011,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Male,2125
2011,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Male,2457
2011,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Male,3497
2011,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Male,3897
2011,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Male,1337
2011,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,716
2011,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,11129
2011,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,10086
2011,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,8655
2011,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,34908
2011,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,1008
2011,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,13357
2011,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,3434
2011,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,74
2011,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Male,1145
2011,All codes,All deaths,All deaths,Attributable number,Male,47100
2011,C00-D48,All cancers,All cancers,Attributable number,Male,23600
2011,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,11800
2011,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,11200
2011,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,600
2011,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,13700
2011,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,900
2011,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,400
2011,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,2900
2011,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,.
2011,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,1200
2011,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,700
2011,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,600
2011,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,800
2011,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2100
2011,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,300
2011,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,600
2011,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,8800
2011,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,2400
2011,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,1500
2011,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,5600
2011,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,200
2011,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,1700
2011,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,2100
2011,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,0
2011,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,600
2011,All codes,All deaths,All deaths,Number of observed deaths,Female,230081
2011,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Female,116031
2011,C00-D48,All cancers,All cancers,Number of observed deaths,Female,63043
2011,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Female,33109
2011,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Female,65213
2011,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Female,11694
2011,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Female,12449
2011,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Female,660
2011,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Female,121
2011,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Female,2012
2011,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Female,702
2011,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Female,1365
2011,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Female,1326
2011,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Female,1442
2011,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Female,3451
2011,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Female,4551
2011,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Female,1070
2011,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,452
2011,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,10544
2011,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,13850
2011,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,12129
2011,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,24815
2011,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,1430
2011,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,20205
2011,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,2335
2011,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,94
2011,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Female,1028
2011,All codes,All deaths,All deaths,Attributable number,Female,31500
2011,C00-D48,All cancers,All cancers,Attributable number,Female,13700
2011,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,10600
2011,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,6800
2011,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,500
2011,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,9200
2011,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,300
2011,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,100
2011,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,1200
2011,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,100
2011,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,400
2011,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,100
2011,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,200
2011,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,900
2011,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,1000
2011,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,100
2011,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,400
2011,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,8200
2011,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,2000
2011,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1300
2011,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,2700
2011,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,300
2011,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1200
2011,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1300
2011,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,0
2011,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,500
2010,All codes,All deaths,All deaths,Number of observed deaths,,450571
2010,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,,252507
2010,C00-D48,All cancers,All cancers,Number of observed deaths,,131390
2010,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,,62523
2010,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,,146680
2010,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,,23621
2010,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,,28044
2010,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,,1818
2010,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,,601
2010,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,,6199
2010,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,,699
2010,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,,4131
2010,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,,3357
2010,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,,4041
2010,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,,6587
2010,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,,8075
2010,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,,2268
2010,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,,1130
2010,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,,21216
2010,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,,23565
2010,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,23593
2010,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,65128
2010,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,2511
2010,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,40374
2010,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,,6456
2010,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,,374
2010,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,,2340
2010,All codes,All deaths,All deaths,Attributable number,,80300
2010,C00-D48,All cancers,All cancers,Attributable number,,37000
2010,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,,22100
2010,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,,20100
2010,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,,1200
2010,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,,22900
2010,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,,1200
2010,C32,Larynx,Cancers which can be caused by smoking,Attributable number,,500
2010,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,,4100
2010,C53,Cervical,Cancers which can be caused by smoking,Attributable number,,100
2010,C67,Bladder,Cancers which can be caused by smoking,Attributable number,,1600
2010,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,,800
2010,C16,Stomach,Cancers which can be caused by smoking,Attributable number,,800
2010,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,,1600
2010,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,,2900
2010,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,,400
2010,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,,1000
2010,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,,16700
2010,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,,4400
2010,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,3200
2010,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,9100
2010,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,,400
2010,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,,3300
2010,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,,3900
2010,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,,100
2010,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,,1200
2010,All codes,All deaths,All deaths,Number of observed deaths,Male,215789
2010,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Male,127958
2010,C00-D48,All cancers,All cancers,Number of observed deaths,Male,69085
2010,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Male,29342
2010,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Male,71562
2010,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Male,11153
2010,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Male,15736
2010,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Male,1207
2010,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Male,480
2010,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Male,4180
2010,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Male,.
2010,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Male,2797
2010,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Male,2034
2010,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Male,2519
2010,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Male,3213
2010,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Male,3733
2010,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Male,1234
2010,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,664
2010,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,10968
2010,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,9792
2010,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,9699
2010,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,37789
2010,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,1053
2010,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,15715
2010,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,3848
2010,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,143
2010,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Male,1154
2010,All codes,All deaths,All deaths,Attributable number,Male,48000
2010,C00-D48,All cancers,All cancers,Attributable number,Male,23400
2010,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,11600
2010,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,12300
2010,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,600
2010,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,13700
2010,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,900
2010,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,400
2010,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,2900
2010,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,.
2010,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,1200
2010,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,700
2010,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,600
2010,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,700
2010,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2000
2010,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,300
2010,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,600
2010,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,8700
2010,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,2400
2010,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,1700
2010,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,6000
